OBJECTID,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
1163,GO-20231547792,2023,6/30/2023 4:00:00 AM,1600,2023,7/4/2023 4:00:00 AM,1243,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),No
1164,GO-20231525046,2023,7/1/2023 4:00:00 AM,1909,2023,7/1/2023 4:00:00 AM,1909,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1165,GO-20232232318,2023,7/1/2023 4:00:00 AM,0,2023,9/25/2023 4:00:00 AM,2217,D51,Other Commercial / Corporate Places ,NO,NO,,Indian,,,,,No,Assault,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),Yes
1166,GO-20231521988,2023,7/1/2023 4:00:00 AM,1230,2023,7/1/2023 4:00:00 AM,1235,D12,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,,Transgender Woman (Identifies As Woman),No,Uttering Threats - Bodily Harm,113,Weston (113),113,Weston (113),No
1167,GO-20231901697,2023,7/1/2023 4:00:00 AM,1120,2023,8/11/2023 4:00:00 AM,1120,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,,,,,,No,Harassing Communications,037,Willowdale West (37),037,Willowdale West (37),No
1168,GO-20231525034,2023,7/2/2023 4:00:00 AM,700,2023,7/5/2023 4:00:00 AM,1445,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Interfere With Property,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1169,GO-20231592541,2023,7/2/2023 4:00:00 AM,0,2023,7/9/2023 4:00:00 AM,905,D33,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),No
1170,GO-20231540703,2023,7/3/2023 4:00:00 AM,1735,2023,7/3/2023 4:00:00 AM,1739,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,095,Annex (95),095,Annex (95),No
1171,GO-20231563967,2023,7/6/2023 4:00:00 AM,201,2023,7/6/2023 4:00:00 AM,201,D32,Public Transportation,NO,NO,Black,,,,,,No,Mischief Under $5000,038,Lansing-Westgate (38),038,Lansing-Westgate (38),No
1172,GO-20231577211,2023,7/6/2023 4:00:00 AM,1916,2023,7/7/2023 4:00:00 AM,1308,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,079,University (79),079,University (79),No
1173,GO-20231577831,2023,7/7/2023 4:00:00 AM,1230,2023,7/7/2023 4:00:00 AM,1633,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),No
1174,GO-20231589373,2023,7/8/2023 4:00:00 AM,2128,2023,7/8/2023 4:00:00 AM,2128,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Uttering Threats - Bodily Harm,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),No
1175,GO-20231610731,2023,7/9/2023 4:00:00 AM,1600,2023,7/11/2023 4:00:00 AM,1202,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,,,No,Mischief Under $5000,046,Pleasant View (46),046,Pleasant View (46),No
1176,GO-20231605426,2023,7/9/2023 4:00:00 AM,1330,2023,7/10/2023 4:00:00 AM,1925,D51,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,,,,,,No,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),No
1177,GO-20231604881,2023,7/10/2023 4:00:00 AM,1803,2023,7/10/2023 4:00:00 AM,1816,D32,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Uttering Threats - Bodily Harm,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),No
1178,GO-20231628239,2023,7/13/2023 4:00:00 AM,1308,2023,7/13/2023 4:00:00 AM,1308,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),No
1179,GO-20231644484,2023,7/15/2023 4:00:00 AM,1054,2023,7/15/2023 4:00:00 AM,1054,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Gay,,No,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),No
1180,GO-20231731898,2023,7/18/2023 4:00:00 AM,0,2023,7/25/2023 4:00:00 AM,1715,D13,Public Transportation,NO,NO,,,,Jewish,,,No,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),No
1181,GO-20231681566,2023,7/19/2023 4:00:00 AM,1800,2023,7/19/2023 4:00:00 AM,1827,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1182,GO-20231677631,2023,7/19/2023 4:00:00 AM,1012,2023,7/19/2023 4:00:00 AM,1012,D11,"Open Area, Park or Parking Lot",NO,NO,,Russian,,,,,No,Assault,088,High Park North (88),088,High Park North (88),No
1183,GO-20231691189,2023,7/20/2023 4:00:00 AM,2023,2023,7/20/2023 4:00:00 AM,2023,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Muslim,,,No,Aggravated Assault,036,Newtonbrook West (36),036,Newtonbrook West (36),Yes
1184,GO-20231699935,2023,7/21/2023 4:00:00 AM,2001,2023,7/21/2023 4:00:00 AM,2001,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),No
1185,GO-20231838398,2023,7/23/2023 4:00:00 AM,0,2023,8/7/2023 4:00:00 AM,1445,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),No
1186,GO-20231713322,2023,7/23/2023 4:00:00 AM,1300,2023,7/23/2023 4:00:00 AM,1529,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,,,,No,Uttering Threats - Bodily Harm,062,East End-Danforth (62),062,East End-Danforth (62),Yes
1187,GO-20231741898,2023,7/25/2023 4:00:00 AM,1130,2023,7/26/2023 4:00:00 AM,2022,D11,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,084,Little Portugal (84),084,Little Portugal (84),No
1188,GO-20231734789,2023,7/26/2023 4:00:00 AM,150,2023,7/26/2023 4:00:00 AM,150,D11,Streets/Roadways/Highway,NO,NO,,,,,Gay,,No,Mischief Under $5000,084,Little Portugal (84),084,Little Portugal (84),No
1189,GO-20231747804,2023,7/26/2023 4:00:00 AM,1735,2023,7/27/2023 4:00:00 AM,1509,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),No
1190,GO-20231749908,2023,7/27/2023 4:00:00 AM,1923,2023,7/27/2023 4:00:00 AM,2147,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Gay,,No,Uttering Threats - Bodily Harm,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),Yes
1191,GO-20231766275,2023,7/29/2023 4:00:00 AM,1900,2023,7/29/2023 4:00:00 AM,1926,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1192,GO-20231763931,2023,7/29/2023 4:00:00 AM,1346,2023,7/29/2023 4:00:00 AM,1346,D52,Streets/Roadways/Highway,NO,NO,,Chinese,,,,,No,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
1193,GO-20232050008,2023,8/1/2023 4:00:00 AM,1337,2023,9/2/2023 4:00:00 AM,1337,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,Lesbian,,No,Uttering Threats - Property,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),Yes
1194,GO-20231810268,2023,8/3/2023 4:00:00 AM,1830,2023,8/3/2023 4:00:00 AM,2134,D41,Public Transportation,NO,NO,Black,,,,,,No,Mischief Under $5000,124,Kennedy Park (124),124,Kennedy Park (124),No
1195,GO-20231828872,2023,8/5/2023 4:00:00 AM,1000,2023,8/6/2023 4:00:00 AM,737,D13,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,102,Forest Hill North (102),102,Forest Hill North (102),No
1196,GO-20231851927,2023,8/8/2023 4:00:00 AM,0,2023,8/9/2023 4:00:00 AM,820,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1197,GO-20231843980,2023,8/8/2023 4:00:00 AM,945,2023,8/8/2023 4:00:00 AM,945,D32,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),No
1198,GO-20231886553,2023,8/10/2023 4:00:00 AM,1,2023,8/14/2023 4:00:00 AM,1500,D33,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,,,,No,Criminal Harassment,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),Yes
1199,GO-20231871576,2023,8/11/2023 4:00:00 AM,1454,2023,8/11/2023 4:00:00 AM,1623,D55,Religious Place of Worship/Cultural Centre,NO,NO,,,,Muslim,,,No,Uttering Threats - Bodily Harm,069,Blake-Jones (69),069,Blake-Jones (69),No
1200,GO-20231892482,2023,8/12/2023 4:00:00 AM,125,2023,8/14/2023 4:00:00 AM,939,D11,Public Transportation,NO,NO,East/Southeast Asian,,,,,,No,Assault,088,High Park North (88),088,High Park North (88),No
1201,GO-20231896630,2023,8/14/2023 4:00:00 AM,1755,2023,8/14/2023 4:00:00 AM,1842,D42,"Open Area, Park or Parking Lot",NO,NO,,,,Muslim,,,No,Assault,130,Milliken (130),130,Milliken (130),No
1202,GO-20231908829,2023,8/16/2023 4:00:00 AM,914,2023,8/16/2023 4:00:00 AM,914,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,Jewish,,,No,Harassing Communications,038,Lansing-Westgate (38),038,Lansing-Westgate (38),No
1203,GO-20231954273,2023,8/21/2023 4:00:00 AM,2142,2023,8/21/2023 4:00:00 AM,2142,D32,Other Commercial / Corporate Places ,NO,NO,,,,,Gay,,No,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),No
1204,GO-20231991282,2023,8/26/2023 4:00:00 AM,1226,2023,8/26/2023 4:00:00 AM,1226,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,Gay,,No,Assault With a Weapon,148,East L'Amoreaux (148),117,L'Amoreaux (117),Yes
1205,GO-20232090824,2023,8/26/2023 4:00:00 AM,117,2023,9/7/2023 4:00:00 AM,1136,D51,Streets/Roadways/Highway,NO,NO,,,,,,Transgender Woman (Identifies As Woman),No,Assault,073,Moss Park (73),073,Moss Park (73),No
1206,GO-20232737287,2023,8/27/2023 4:00:00 AM,0,2023,11/27/2023 5:00:00 AM,1435,D53,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,173,North Toronto (173),104,Mount Pleasant West (104),No
1207,GO-20232002537,2023,8/27/2023 4:00:00 AM,2208,2023,8/27/2023 4:00:00 AM,2208,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1208,GO-20232003749,2023,8/28/2023 4:00:00 AM,200,2023,8/28/2023 4:00:00 AM,215,D31,Public Transportation,NO,NO,Black,,,,,,No,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
1209,GO-20232016569,2023,8/28/2023 4:00:00 AM,2200,2023,8/29/2023 4:00:00 AM,1706,D55,Public Transportation,NO,NO,Black,,,,,,No,Mischief Under $5000,066,Danforth (66),066,Danforth (66),No
1210,GO-20232025430,2023,8/30/2023 4:00:00 AM,1607,2023,8/30/2023 4:00:00 AM,1607,D55,Public Transportation,NO,NO,White,,,,,,No,Uttering Threats - Bodily Harm,066,Danforth (66),066,Danforth (66),Yes
1211,GO-20232030918,2023,8/31/2023 4:00:00 AM,0,2023,8/31/2023 4:00:00 AM,957,D53,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),No
1212,GO-20232052832,2023,9/2/2023 4:00:00 AM,2053,2023,9/2/2023 4:00:00 AM,2054,D31,Religious Place of Worship/Cultural Centre,NO,NO,Black,,,,,,No,Uttering Threats - Bodily Harm,021,Humber Summit (21),021,Humber Summit (21),No
1213,GO-20232055512,2023,9/2/2023 4:00:00 AM,2100,2023,9/3/2023 4:00:00 AM,809,D32,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,No,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),Yes
1214,GO-20232099596,2023,9/2/2023 4:00:00 AM,328,2023,9/8/2023 4:00:00 AM,1223,D53,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),No
1215,GO-20232059557,2023,9/3/2023 4:00:00 AM,1828,2023,9/3/2023 4:00:00 AM,1828,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,Jewish,,,Yes,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),No
1216,GO-20232057103,2023,9/3/2023 4:00:00 AM,1246,2023,9/3/2023 4:00:00 AM,1246,D22,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),No
1217,GO-20232064337,2023,9/3/2023 4:00:00 AM,1,2023,9/4/2023 4:00:00 AM,1200,D22,"Open Area, Park or Parking Lot",NO,NO,,,,Muslim,,,No,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),No
1218,GO-20232087623,2023,9/6/2023 4:00:00 AM,2305,2023,9/7/2023 4:00:00 AM,110,D13,Streets/Roadways/Highway,NO,NO,,,,,2SLGBTQ+,,No,Assault,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),No
1219,GO-20239044162,2023,9/7/2023 4:00:00 AM,700,2023,9/7/2023 4:00:00 AM,1413,D53,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,056,Leaside-Bennington (56),056,Leaside-Bennington (56),No
1220,GO-20232140467,2023,9/7/2023 4:00:00 AM,1000,2023,9/13/2023 4:00:00 AM,1710,D53,NA,NO,NO,,,,,,,No,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),No
1221,GO-20232229652,2023,9/7/2023 4:00:00 AM,1200,2023,9/24/2023 4:00:00 AM,1014,D52,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Gay,,No,Mischief Under $5000,079,University (79),079,University (79),No
1222,GO-20232148398,2023,9/12/2023 4:00:00 AM,1530,2023,9/14/2023 4:00:00 AM,922,D14,Streets/Roadways/Highway,NO,NO,,Chinese,,,,,No,Criminal Harassment,079,University (79),079,University (79),No
1223,GO-20232148038,2023,9/13/2023 4:00:00 AM,2300,2023,9/14/2023 4:00:00 AM,829,D53,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,056,Leaside-Bennington (56),056,Leaside-Bennington (56),No
1224,GO-20232156154,2023,9/13/2023 4:00:00 AM,1500,2023,9/15/2023 4:00:00 AM,809,D43,Public Transportation,NO,NO,,Indian,,Muslim,,,Yes,Assault,140,Guildwood (140),140,Guildwood (140),No
1225,GO-2024514746,2023,9/13/2023 4:00:00 AM,0,2024,3/8/2024 5:00:00 AM,939,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,,Non-Binary,No,Uttering Threats - Bodily Harm,070,South Riverdale (70),070,South Riverdale (70),Yes
1226,GO-20232185248,2023,9/14/2023 4:00:00 AM,1,2023,9/18/2023 4:00:00 AM,1852,D32,Religious Place of Worship/Cultural Centre,NO,NO,,,,,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),No
1227,GO-20232209275,2023,9/15/2023 4:00:00 AM,1330,2023,9/21/2023 4:00:00 AM,1719,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,Arab,,Jewish,,,Yes,Mischief Under $5000,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),No
1228,GO-20232183852,2023,9/15/2023 4:00:00 AM,2100,2023,9/18/2023 4:00:00 AM,1556,D42,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),No
1229,GO-20232182758,2023,9/15/2023 4:00:00 AM,1530,2023,9/18/2023 4:00:00 AM,1434,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,102,Forest Hill North (102),102,Forest Hill North (102),No
1230,GO-20232164582,2023,9/16/2023 4:00:00 AM,400,2023,9/16/2023 4:00:00 AM,451,D52,Streets/Roadways/Highway,NO,NO,,,,,Gay,,No,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),No
1231,GO-20232173076,2023,9/16/2023 4:00:00 AM,2030,2023,9/17/2023 4:00:00 AM,822,D32,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),No
1232,GO-20232173300,2023,9/17/2023 4:00:00 AM,300,2023,9/17/2023 4:00:00 AM,1334,D11,Public Transportation,NO,NO,Black,,,,,,No,Mischief Under $5000,088,High Park North (88),088,High Park North (88),No
1233,GO-20232173283,2023,9/17/2023 4:00:00 AM,907,2023,9/17/2023 4:00:00 AM,1023,D32,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Uttering Threats - Bodily Harm,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),No
1234,GO-20232185216,2023,9/18/2023 4:00:00 AM,1800,2023,9/18/2023 4:00:00 AM,1846,D53,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),No
1235,GO-20232188804,2023,9/18/2023 4:00:00 AM,1900,2023,9/19/2023 4:00:00 AM,826,D13,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,No,Disturbing Religious Worship Or Certain Meetings,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),No
1236,GO-20232192629,2023,9/19/2023 4:00:00 AM,1644,2023,9/19/2023 4:00:00 AM,1644,D23,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Under $5000,NSA,NSA,NSA,NSA,No
1237,GO-20232200934,2023,9/20/2023 4:00:00 AM,1648,2023,9/20/2023 4:00:00 AM,1648,D32,Other Commercial / Corporate Places ,NO,NO,South Asian,,,,,,No,Assault,037,Willowdale West (37),037,Willowdale West (37),No
1238,GO-20232467584,2023,9/21/2023 4:00:00 AM,1200,2023,10/24/2023 4:00:00 AM,1056,D53,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Harassing Communications,095,Annex (95),095,Annex (95),No
1239,GO-20232210966,2023,9/21/2023 4:00:00 AM,1900,2023,9/21/2023 4:00:00 AM,2132,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Interfere With Property,027,York University Heights (27),027,York University Heights (27),No
1240,GO-20232823864,2023,9/21/2023 4:00:00 AM,1135,2023,12/8/2023 5:00:00 AM,1031,D32,"Open Area, Park or Parking Lot",NO,NO,Black,,,,,,No,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),No
1241,GO-20232242852,2023,9/25/2023 4:00:00 AM,2350,2023,9/25/2023 4:00:00 AM,2351,D55,Streets/Roadways/Highway,NO,NO,,Pakistani,,,,,No,Assault,066,Danforth (66),066,Danforth (66),Yes
1242,GO-20232245879,2023,9/25/2023 4:00:00 AM,830,2023,9/26/2023 4:00:00 AM,1134,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),No
1243,GO-20232248674,2023,9/26/2023 4:00:00 AM,1730,2023,9/26/2023 4:00:00 AM,1737,D52,Streets/Roadways/Highway,NO,NO,,,,,2SLGBTQ+,,No,Assault,095,Annex (95),095,Annex (95),No
1244,GO-20232256336,2023,9/27/2023 4:00:00 AM,1356,2023,9/27/2023 4:00:00 AM,1614,D52,Other Commercial / Corporate Places ,NO,NO,,,,,2SLGBTQ+,,No,Harassing Communications,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),Yes
1245,GO-20232271589,2023,9/29/2023 4:00:00 AM,700,2023,9/29/2023 4:00:00 AM,1447,D11,Non-Commercial/Non for Profit,NO,NO,,,,,,Transgender,No,"Mischief To Religious Property, Educational Institutions, Etc.",171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),No
1246,GO-20232273506,2023,9/29/2023 4:00:00 AM,1730,2023,9/29/2023 4:00:00 AM,1732,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,Gay,,No,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
1247,GO-20232380950,2023,9/30/2023 4:00:00 AM,700,2023,10/13/2023 4:00:00 AM,1028,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,Transgender,Yes,Harassing Communications,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),No
1248,GO-20232282820,2023,9/30/2023 4:00:00 AM,2055,2023,9/30/2023 4:00:00 AM,2100,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Muslim,,,No,Criminal Harassment,072,Regent Park (72),072,Regent Park (72),No
1249,GO-20232302937,2023,10/1/2023 4:00:00 AM,2356,2023,10/3/2023 4:00:00 AM,1131,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,Ukrainian,,,,,No,Theft,012,Markland Wood (12),012,Markland Wood (12),No
1250,GO-20232402172,2023,10/4/2023 4:00:00 AM,1915,2023,10/16/2023 4:00:00 AM,648,NSA,Public Transportation,NO,NO,Black,,,,,,No,Assault,NSA,NSA,NSA,NSA,No
1251,GO-20232359389,2023,10/6/2023 4:00:00 AM,1935,2023,10/10/2023 4:00:00 AM,1659,D55,Religious Place of Worship/Cultural Centre,NO,NO,,,,Muslim,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",069,Blake-Jones (69),069,Blake-Jones (69),Yes
1252,GO-20232365520,2023,10/7/2023 4:00:00 AM,2227,2023,10/11/2023 4:00:00 AM,1257,D53,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,Arab,,,,,No,Indecent Communications,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),Yes
1253,GO-20232339697,2023,10/7/2023 4:00:00 AM,1930,2023,10/7/2023 4:00:00 AM,2028,D53,"Open Area, Park or Parking Lot",NO,NO,,,,,Gay,,No,Criminal Harassment,055,Thorncliffe Park (55),055,Thorncliffe Park (55),No
1254,GO-20232344356,2023,10/8/2023 4:00:00 AM,1230,2023,10/8/2023 4:00:00 AM,1359,D52,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,,,,Jewish,,,No,Harassing Communications,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),No
1255,GO-20232369053,2023,10/11/2023 4:00:00 AM,2036,2023,10/11/2023 4:00:00 AM,2107,D13,Business/Retail,NO,NO,,,,Jewish,,,No,Uttering Threats - Bodily Harm,102,Forest Hill North (102),102,Forest Hill North (102),Yes
1256,GO-20232373600,2023,10/12/2023 4:00:00 AM,645,2023,10/12/2023 4:00:00 AM,1257,D55,Religious Place of Worship/Cultural Centre,NO,NO,,,,Muslim,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",069,Blake-Jones (69),069,Blake-Jones (69),Yes
1257,GO-20232373418,2023,10/12/2023 4:00:00 AM,1232,2023,10/12/2023 4:00:00 AM,1232,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Uttering Threats - Bodily Harm,034,Bathurst Manor (34),034,Bathurst Manor (34),Yes
1258,GO-20232400620,2023,10/15/2023 4:00:00 AM,2205,2023,10/15/2023 4:00:00 AM,2219,D14,Business/Retail,NO,NO,,,,,Gay,,No,Assault With a Weapon,162,West Queen West (162),082,Niagara (82),No
